,Units,Unit_Price,Discount_Pct,Revenue
Units,1.0,-0.027390625483314876,0.06290229811007145,0.6538437960403789
Unit_Price,-0.027390625483314876,1.0,-0.06573923202690392,0.6905205487520257
Discount_Pct,0.06290229811007145,-0.06573923202690392,1.0,-0.07002595776966464
Revenue,0.6538437960403789,0.6905205487520257,-0.07002595776966464,1.0
